Price,Open,High,Low,Close,Volume
Ticker,MUTHOOTFIN.NS,MUTHOOTFIN.NS,MUTHOOTFIN.NS,MUTHOOTFIN.NS,MUTHOOTFIN.NS
Date,,,,,
2016-01-15,189.5500030517578,189.5500030517578,181.0,182.9499969482422,178390
2016-01-18,179.0,181.39999389648438,167.85000610351562,177.0500030517578,160987
2016-01-19,172.3000030517578,177.9499969482422,172.3000030517578,176.3000030517578,206358
2016-01-20,175.0,177.85000610351562,169.1999969482422,177.35000610351562,58410
2016-01-21,176.64999389648438,176.75,170.5,172.39999389648438,63542
2016-01-22,175.8000030517578,176.0,171.5,175.0500030517578,121910
2016-01-25,174.5500030517578,181.0,174.5,179.89999389648438,50820
2016-01-27,180.0,188.5,179.0,187.0,57099
2016-01-28,188.89999389648438,191.5500030517578,184.10000610351562,186.5,119563
2016-01-29,190.0,193.0,188.3000030517578,192.3000030517578,146066
2016-02-01,193.4499969482422,199.8000030517578,190.25,198.0,90473
2016-02-02,198.0,202.0,193.0,194.9499969482422,47852
2016-02-03,192.0,192.9499969482422,182.0,186.60000610351562,83709
2016-02-04,185.0,188.14999389648438,183.6999969482422,185.14999389648438,63750
2016-02-05,187.89999389648438,187.89999389648438,183.5,183.8000030517578,25843
2016-02-08,184.0,187.9499969482422,183.8000030517578,184.10000610351562,26554
2016-02-09,180.3000030517578,192.0,180.3000030517578,189.35000610351562,70187
2016-02-10,192.0,192.0,181.0500030517578,186.89999389648438,108629
2016-02-11,186.35000610351562,187.64999389648438,177.1999969482422,182.9499969482422,100952
2016-02-12,183.89999389648438,184.8000030517578,173.60000610351562,181.1999969482422,105214
2016-02-15,182.64999389648438,185.9499969482422,179.5,185.0,220598
2016-02-16,186.0,188.0,181.0500030517578,184.8000030517578,34308
2016-02-17,185.0,190.89999389648438,180.1999969482422,186.3000030517578,58562
2016-02-18,186.5,189.75,181.5,187.8000030517578,32324
2016-02-19,185.10000610351562,189.35000610351562,183.1999969482422,187.5500030517578,47371
2016-02-22,187.0,187.85000610351562,185.14999389648438,186.39999389648438,21579
2016-02-23,185.35000610351562,187.10000610351562,182.64999389648438,183.85000610351562,52080
2016-02-24,185.4499969482422,185.4499969482422,178.5500030517578,179.60000610351562,26407
2016-02-25,181.0,181.4499969482422,175.10000610351562,175.8000030517578,87332
2016-02-26,177.9499969482422,180.8000030517578,175.1999969482422,179.39999389648438,40894
2016-02-29,178.0,178.89999389648438,170.3000030517578,173.85000610351562,151572
2016-03-01,175.85000610351562,178.10000610351562,173.35000610351562,174.89999389648438,64364
2016-03-02,176.5500030517578,178.0,173.25,174.89999389648438,80494
2016-03-03,177.4499969482422,177.5,173.0500030517578,173.39999389648438,98060
2016-03-04,173.64999389648438,177.0,173.14999389648438,176.1999969482422,108837
2016-03-08,177.89999389648438,177.89999389648438,174.14999389648438,176.35000610351562,80216
2016-03-09,175.0,177.39999389648438,174.5,176.5,53392
2016-03-10,175.0,178.5,174.89999389648438,177.5,95610
2016-03-11,177.14999389648438,178.0500030517578,175.1999969482422,176.9499969482422,54083
2016-03-14,177.89999389648438,178.5,175.14999389648438,177.9499969482422,64827
2016-03-15,175.64999389648438,179.8000030517578,175.64999389648438,178.60000610351562,44894
2016-03-16,178.4499969482422,179.60000610351562,175.0,176.8000030517578,69535
2016-03-17,175.1999969482422,179.3000030517578,175.1999969482422,177.1999969482422,43438
2016-03-18,175.1999969482422,178.5,175.1999969482422,178.0,167612
2016-03-21,179.4499969482422,179.4499969482422,177.0500030517578,177.5500030517578,25064
2016-03-22,178.25,178.5,176.1999969482422,177.0,9915
2016-03-23,177.0,178.89999389648438,176.10000610351562,177.9499969482422,145160
2016-03-28,178.0,178.35000610351562,173.5500030517578,173.9499969482422,38295
2016-03-29,174.10000610351562,174.5,172.0500030517578,173.10000610351562,26586
2016-03-30,173.85000610351562,176.5,172.8000030517578,175.1999969482422,84465
2016-03-31,175.5,179.89999389648438,175.5,178.75,64723
2016-04-01,178.6999969482422,181.5,176.89999389648438,180.25,73486
2016-04-04,179.0500030517578,181.5,179.0,179.89999389648438,136910
2016-04-05,181.0,181.0,177.1999969482422,178.5500030517578,86147
2016-04-06,176.39999389648438,180.14999389648438,175.5,179.0500030517578,52542
2016-04-07,178.0,179.10000610351562,176.0,176.75,402050
2016-04-08,178.35000610351562,179.3000030517578,176.1999969482422,178.75,93609
2016-04-11,179.0,179.8000030517578,176.1999969482422,176.85000610351562,39472
2016-04-12,177.89999389648438,178.8000030517578,176.0,176.5,61358
2016-04-13,177.3000030517578,184.85000610351562,177.3000030517578,183.9499969482422,374008
2016-04-18,186.39999389648438,189.35000610351562,184.5500030517578,186.35000610351562,509229
2016-04-20,187.0500030517578,189.89999389648438,184.25,188.39999389648438,253676
2016-04-21,188.0,195.5,188.0,193.9499969482422,189066
2016-04-22,192.0,198.85000610351562,190.5,195.89999389648438,102542
2016-04-25,196.25,197.8000030517578,194.5500030517578,195.0500030517578,81013
2016-04-26,195.14999389648438,200.5,193.5,199.10000610351562,114284
2016-04-27,198.5,211.9499969482422,192.60000610351562,209.0,337825
2016-04-28,210.39999389648438,213.4499969482422,207.1999969482422,209.25,238037
2016-04-29,209.0,211.4499969482422,199.0,203.10000610351562,205485
2016-05-02,197.5,203.6999969482422,197.5,199.75,73023
2016-05-03,199.75,201.10000610351562,195.0,196.10000610351562,43601
2016-05-04,197.39999389648438,197.39999389648438,193.5,194.0,189120
2016-05-05,194.1999969482422,194.3000030517578,189.10000610351562,190.39999389648438,109726
2016-05-06,190.6999969482422,195.8000030517578,188.5500030517578,191.85000610351562,544732
2016-05-09,193.10000610351562,219.60000610351562,193.10000610351562,215.0,2293469
2016-05-10,212.1999969482422,212.1999969482422,205.35000610351562,206.85000610351562,205825
2016-05-11,203.0,206.0500030517578,200.39999389648438,203.8000030517578,190845
2016-05-12,204.89999389648438,207.39999389648438,202.0,203.4499969482422,131204
2016-05-13,204.9499969482422,217.8000030517578,204.0,211.1999969482422,1230908
2016-05-16,213.60000610351562,225.0,212.5,220.5500030517578,1389224
2016-05-17,220.75,226.85000610351562,220.75,223.10000610351562,509858
2016-05-18,224.85000610351562,224.85000610351562,216.5,217.10000610351562,339482
2016-05-19,219.0,224.60000610351562,215.5500030517578,218.8000030517578,353763
2016-05-20,219.0,222.89999389648438,213.0500030517578,213.85000610351562,133566
2016-05-23,215.3000030517578,221.75,212.9499969482422,217.14999389648438,171459
2016-05-24,217.14999389648438,223.0,213.10000610351562,215.60000610351562,129950
2016-05-25,218.0,218.6999969482422,206.5,209.8000030517578,173408
2016-05-26,209.8000030517578,220.5,209.8000030517578,217.10000610351562,246592
2016-05-27,216.89999389648438,222.0,210.35000610351562,214.64999389648438,384832
2016-05-30,225.0,238.5,225.0,233.9499969482422,1620825
2016-05-31,235.1999969482422,236.25,230.5,232.39999389648438,373226
2016-06-01,233.5,247.0,232.6999969482422,244.39999389648438,1384692
2016-06-02,246.0,246.0,240.25,242.14999389648438,441445
2016-06-03,242.14999389648438,273.6000061035156,241.89999389648438,251.14999389648438,3475246
2016-06-06,253.0,276.45001220703125,246.35000610351562,271.3500061035156,1922900
2016-06-07,268.79998779296875,288.8999938964844,261.29998779296875,273.1000061035156,2700502
2016-06-08,271.79998779296875,279.8999938964844,270.04998779296875,273.3500061035156,1241477
2016-06-09,275.8500061035156,275.8500061035156,253.4499969482422,255.5500030517578,1041304
2016-06-10,255.5500030517578,263.8999938964844,251.25,255.8000030517578,798461
2016-06-13,250.89999389648438,264.0,249.89999389648438,260.3500061035156,824157
2016-06-14,264.0,270.0,262.75,268.29998779296875,795749
2016-06-15,268.29998779296875,277.5,262.8999938964844,269.0,942714
2016-06-16,271.8999938964844,274.8500061035156,263.0,266.79998779296875,499879
2016-06-17,270.0,270.3999938964844,263.75,265.79998779296875,457895
2016-06-20,265.0,265.0,256.6499938964844,259.95001220703125,452116
2016-06-21,262.29998779296875,269.8999938964844,259.6000061035156,268.1000061035156,452622
2016-06-22,269.95001220703125,273.79998779296875,264.0,267.54998779296875,318941
2016-06-23,267.0,272.8999938964844,264.3500061035156,269.70001220703125,369330
2016-06-24,261.1000061035156,287.54998779296875,250.0,282.1499938964844,1110254
2016-06-27,277.20001220703125,287.79998779296875,277.20001220703125,280.3500061035156,651377
2016-06-28,284.3500061035156,287.20001220703125,277.0,279.20001220703125,373557
2016-06-29,281.1499938964844,292.79998779296875,281.1499938964844,287.79998779296875,789253
2016-06-30,290.5,296.0,287.20001220703125,293.04998779296875,740974
2016-07-01,295.8999938964844,298.8500061035156,285.25,287.3999938964844,1266267
2016-07-04,293.0,298.25,286.0,287.8500061035156,1880447
2016-07-05,290.5,290.75,285.20001220703125,287.1000061035156,376363
2016-07-07,287.5,289.79998779296875,275.25,278.25,750466
2016-07-08,279.6000061035156,283.75,278.25,279.29998779296875,699420
2016-07-11,281.8500061035156,286.3999938964844,280.04998779296875,282.45001220703125,733046
2016-07-12,282.5,285.5,276.6000061035156,281.29998779296875,570807
2016-07-13,282.0,282.1000061035156,271.25,272.3500061035156,406828
2016-07-14,272.0,278.0,266.5,275.1000061035156,481115
2016-07-15,277.8500061035156,277.8500061035156,272.1499938964844,275.20001220703125,210733
2016-07-18,274.6000061035156,281.0,274.6000061035156,278.3999938964844,639170
2016-07-19,277.5,279.95001220703125,272.04998779296875,275.8500061035156,327646
2016-07-20,277.8999938964844,281.45001220703125,275.8999938964844,278.29998779296875,405662
2016-07-21,278.20001220703125,283.5,274.1499938964844,275.3500061035156,675246
2016-07-22,275.5,282.79998779296875,267.3500061035156,277.54998779296875,375013
2016-07-25,277.25,280.5,275.0,279.1000061035156,392683
2016-07-26,279.0,302.3999938964844,278.45001220703125,285.8999938964844,2251385
2016-07-27,287.3500061035156,313.5,287.04998779296875,308.79998779296875,1615063
2016-07-28,313.0,323.0,310.0,319.1000061035156,1841800
2016-07-29,329.1000061035156,340.0,326.3500061035156,331.75,2801296
2016-08-01,332.1000061035156,398.1000061035156,332.1000061035156,355.45001220703125,6637764
2016-08-02,362.0,390.0,358.3500061035156,362.3500061035156,5032368
2016-08-03,367.8999938964844,374.3999938964844,344.25,347.95001220703125,1820593
2016-08-04,355.04998779296875,366.70001220703125,345.5,360.1499938964844,1250266
2016-08-05,364.29998779296875,368.0,344.0,352.6499938964844,2831915
2016-08-08,346.1000061035156,406.79998779296875,342.0,399.79998779296875,5461511
2016-08-09,402.0,402.5,376.5,379.75,2173829
2016-08-10,383.3999938964844,402.0,382.04998779296875,391.45001220703125,3288202
2016-08-11,388.79998779296875,388.79998779296875,363.5,368.3500061035156,1156538
2016-08-12,370.0,377.95001220703125,358.6000061035156,369.04998779296875,961017
2016-08-16,370.0,372.0,360.25,365.5,810487
2016-08-17,365.54998779296875,367.3500061035156,357.1000061035156,358.3500061035156,502318
2016-08-18,361.70001220703125,363.0,350.1000061035156,359.3500061035156,886530
2016-08-19,361.5,361.5,347.0,349.8999938964844,813453
2016-08-22,352.20001220703125,353.0,338.25,342.20001220703125,851607
2016-08-23,343.54998779296875,344.79998779296875,333.1499938964844,334.3500061035156,748644
2016-08-24,334.5,341.25,333.0,336.6000061035156,787271
2016-08-25,338.0,338.6000061035156,323.5,325.79998779296875,990183
2016-08-26,328.95001220703125,342.5,326.0,335.54998779296875,2293655
2016-08-29,334.0,340.75,331.20001220703125,339.45001220703125,1152717
2016-08-30,341.75,356.3999938964844,340.8999938964844,354.20001220703125,1182006
2016-08-31,357.75,383.29998779296875,357.20001220703125,375.75,2225380
2016-09-01,376.79998779296875,376.79998779296875,359.25,363.3999938964844,777742
2016-09-02,361.0,366.1499938964844,358.3500061035156,360.04998779296875,560280
2016-09-06,362.6000061035156,367.25,356.29998779296875,358.20001220703125,700729
2016-09-07,360.0,370.8999938964844,359.3500061035156,368.20001220703125,1165248
2016-09-08,371.0,379.79998779296875,366.29998779296875,374.75,1111549
2016-09-09,377.0,377.20001220703125,363.3999938964844,366.3999938964844,644622
2016-09-12,358.0,358.5,346.6000061035156,349.0,425190
2016-09-14,349.0,349.0,330.20001220703125,335.79998779296875,1077557
2016-09-15,335.0,351.5,335.0,344.8500061035156,569726
2016-09-16,350.0,354.8999938964844,338.5,342.79998779296875,826818
2016-09-19,343.1000061035156,352.0,343.1000061035156,349.5,600986
2016-09-20,350.0,357.79998779296875,349.95001220703125,354.1000061035156,380026
2016-09-21,359.95001220703125,368.0,356.29998779296875,363.3500061035156,838152
2016-09-22,366.20001220703125,388.8999938964844,365.0,385.3999938964844,1224821
2016-09-23,386.0,387.0,369.0,375.0,1433927
2016-09-26,372.25,372.25,363.8500061035156,368.20001220703125,408277
2016-09-27,374.0,379.8500061035156,370.1000061035156,373.29998779296875,760818
2016-09-28,374.0,376.6499938964844,362.0,364.29998779296875,415555
2016-09-29,366.3500061035156,369.8500061035156,337.1499938964844,341.8500061035156,700802
2016-09-30,334.1499938964844,356.45001220703125,334.1499938964844,348.79998779296875,535178
2016-10-03,354.70001220703125,356.0,348.0,351.1000061035156,914692
2016-10-04,352.0,354.0,345.1000061035156,349.54998779296875,355676
2016-10-05,350.0,352.75,344.20001220703125,345.70001220703125,291600
2016-10-06,348.0,348.0,339.0,341.25,274981
2016-10-07,344.70001220703125,344.70001220703125,336.3500061035156,338.8500061035156,192175
2016-10-10,339.3999938964844,346.45001220703125,334.1499938964844,343.70001220703125,371824
2016-10-13,344.0,351.25,337.6000061035156,343.0,874215
2016-10-14,345.79998779296875,352.0,344.0,350.1000061035156,675983
2016-10-17,356.8999938964844,357.0,345.6000061035156,347.29998779296875,309914
2016-10-18,351.0,354.3500061035156,348.45001220703125,351.5,751137
2016-10-19,354.95001220703125,354.95001220703125,342.6499938964844,344.6000061035156,347117
2016-10-20,345.5,352.5,345.5,349.25,553749
2016-10-21,349.04998779296875,350.04998779296875,345.1000061035156,346.1000061035156,134688
2016-10-24,348.70001220703125,367.79998779296875,346.54998779296875,365.6499938964844,1597576
2016-10-25,369.0,377.3500061035156,367.20001220703125,369.8500061035156,1128239
2016-10-26,365.5,369.0,361.1000061035156,363.29998779296875,208112
2016-10-27,361.3999938964844,361.70001220703125,353.54998779296875,356.70001220703125,210513
2016-10-28,356.0,368.3999938964844,355.1499938964844,358.8999938964844,386541
2016-11-01,373.6499938964844,373.6499938964844,358.6499938964844,361.75,284010
2016-11-02,359.8999938964844,364.5,342.25,352.6499938964844,311317
2016-11-03,352.70001220703125,356.95001220703125,348.0,351.1000061035156,235472
2016-11-04,351.54998779296875,354.75,336.1499938964844,343.6000061035156,278305
2016-11-07,354.0,357.0,347.1499938964844,353.75,198691
2016-11-08,356.0,373.79998779296875,354.8999938964844,361.8500061035156,929654
2016-11-09,326.0,368.0,290.0,358.54998779296875,1124609
2016-11-10,370.0,371.0,345.5,354.3500061035156,595740
2016-11-11,348.0,355.0,321.54998779296875,341.45001220703125,1636968
2016-11-15,336.1000061035156,341.20001220703125,292.1499938964844,322.5,1649952
2016-11-16,325.04998779296875,331.5,304.0,309.75,1110309
2016-11-17,309.0,323.5,305.3500061035156,315.8500061035156,476145
2016-11-18,314.6000061035156,318.0,295.0,301.75,678679
2016-11-21,308.79998779296875,308.79998779296875,280.0,289.3999938964844,954647
2016-11-22,289.5,298.5,281.6000061035156,296.25,436999
2016-11-23,298.8999938964844,301.3500061035156,289.1499938964844,296.29998779296875,240348
2016-11-24,295.0,298.3999938964844,284.8500061035156,288.1499938964844,428309
2016-11-25,292.0,295.8999938964844,286.0,288.3500061035156,293613
2016-11-28,288.0,291.0,283.79998779296875,285.5,170094
2016-11-29,287.0,313.70001220703125,285.04998779296875,308.70001220703125,1392237
2016-11-30,309.5,311.5,300.0,302.95001220703125,347415
2016-12-01,305.3999938964844,307.3999938964844,299.29998779296875,301.8999938964844,601939
2016-12-02,300.0,304.0,286.8500061035156,295.5,555991
2016-12-05,299.5,299.5,291.5,293.20001220703125,125092
2016-12-06,294.1000061035156,306.3500061035156,294.1000061035156,298.1499938964844,299710
2016-12-07,299.8999938964844,307.54998779296875,296.95001220703125,298.75,288090
2016-12-08,300.0,304.0,298.04998779296875,298.8999938964844,169654
2016-12-09,298.0,304.8999938964844,298.0,303.6499938964844,193100
2016-12-12,301.0,303.6499938964844,295.8500061035156,297.0,695661
2016-12-13,298.25,298.25,288.0,289.70001220703125,276656
2016-12-14,290.3999938964844,290.3999938964844,273.25,278.29998779296875,410404
2016-12-15,279.5,281.20001220703125,267.25,270.70001220703125,676052
2016-12-16,271.0,274.8999938964844,269.0,269.95001220703125,361413
2016-12-19,265.29998779296875,270.0,263.25,267.04998779296875,269430
2016-12-20,268.20001220703125,270.0,262.0,266.8500061035156,301691
2016-12-21,266.8500061035156,277.95001220703125,264.0,268.1000061035156,339711
2016-12-22,269.0,275.79998779296875,264.25,271.95001220703125,334746
2016-12-23,271.0,277.70001220703125,266.3500061035156,275.0,203242
2016-12-26,275.0,275.0,265.0,269.6499938964844,216327
2016-12-27,267.1000061035156,273.79998779296875,266.0,272.29998779296875,138249
2016-12-28,272.5,279.54998779296875,269.0,274.45001220703125,638558
2016-12-29,273.0,283.20001220703125,271.5,281.8999938964844,245925
2016-12-30,282.0,289.0,279.3500061035156,282.70001220703125,242396
2017-01-02,285.0,287.0,281.1499938964844,285.20001220703125,144601
2017-01-03,285.0,291.8999938964844,283.0,286.54998779296875,285215
2017-01-04,287.0,289.3999938964844,285.3500061035156,286.8999938964844,223054
2017-01-05,290.0,295.6000061035156,287.0,292.8999938964844,285723
2017-01-06,294.0,298.0,292.1499938964844,295.1499938964844,345224
2017-01-09,295.04998779296875,296.1000061035156,290.3999938964844,291.8500061035156,129404
2017-01-10,292.0,293.0,286.20001220703125,288.1000061035156,272573
2017-01-11,289.0,292.0,285.20001220703125,289.04998779296875,604799
2017-01-12,289.45001220703125,295.79998779296875,288.3999938964844,290.8500061035156,278627
2017-01-13,297.79998779296875,306.20001220703125,293.95001220703125,297.29998779296875,608217
2017-01-16,295.04998779296875,305.45001220703125,295.04998779296875,302.70001220703125,272655
2017-01-17,305.0,312.79998779296875,304.0,310.45001220703125,606718
2017-01-18,314.0,317.0,309.3999938964844,310.3999938964844,279067
2017-01-19,314.0,314.0,302.04998779296875,305.3999938964844,203127
2017-01-20,301.29998779296875,304.75,286.25,295.1499938964844,376263
2017-01-23,294.95001220703125,298.75,290.29998779296875,295.8500061035156,275683
2017-01-24,297.8500061035156,302.0,292.8500061035156,298.8500061035156,244295
2017-01-25,299.0,324.79998779296875,299.0,321.54998779296875,1013430
2017-01-27,321.0,330.0,316.8500061035156,320.75,465915
2017-01-30,320.0,324.45001220703125,316.0,320.04998779296875,249455
2017-01-31,322.8999938964844,322.8999938964844,300.1000061035156,305.6499938964844,474182
2017-02-01,308.95001220703125,329.0,307.0,323.70001220703125,611220
2017-02-02,329.0,355.0,324.0,346.45001220703125,1167810
2017-02-03,345.5,357.75,340.54998779296875,343.5,518895
2017-02-06,348.1000061035156,354.3999938964844,344.45001220703125,352.20001220703125,255027
2017-02-07,350.70001220703125,351.6000061035156,334.6499938964844,340.3999938964844,346808
2017-02-08,344.5,345.54998779296875,327.8999938964844,331.8500061035156,375354
2017-02-09,339.0,348.70001220703125,332.0,339.0,930709
2017-02-10,341.70001220703125,342.6000061035156,337.04998779296875,340.8500061035156,246589
2017-02-13,342.0,346.45001220703125,325.1000061035156,328.75,460874
2017-02-14,340.0,340.0,331.54998779296875,335.0,784522
2017-02-15,336.0,336.75,325.3500061035156,331.79998779296875,271006
2017-02-16,333.1000061035156,350.79998779296875,332.0,348.1000061035156,747624
2017-02-17,350.0,356.8999938964844,343.3999938964844,348.3999938964844,601310
2017-02-20,349.0,355.5,346.70001220703125,350.3999938964844,219328
2017-02-21,350.3999938964844,352.79998779296875,347.20001220703125,350.1000061035156,198609
2017-02-22,353.1000061035156,353.1000061035156,348.25,350.3999938964844,148297
2017-02-23,350.70001220703125,364.6000061035156,349.1000061035156,353.70001220703125,702280
2017-02-27,354.45001220703125,361.0,351.20001220703125,355.79998779296875,237665
2017-02-28,355.79998779296875,358.79998779296875,348.0,356.29998779296875,157822
2017-03-01,356.8999938964844,364.0,356.1000061035156,358.79998779296875,350158
2017-03-02,360.0,363.0,352.0,354.3500061035156,184250
2017-03-03,354.6000061035156,354.8999938964844,345.0,347.3500061035156,160891
2017-03-06,348.0,352.45001220703125,348.0,350.1499938964844,317329
2017-03-07,348.04998779296875,353.0,347.5,351.3500061035156,131884
2017-03-08,351.3500061035156,354.29998779296875,349.3500061035156,352.45001220703125,148269
2017-03-09,348.5,355.0,347.3500061035156,351.8500061035156,104208
2017-03-10,343.0,343.0,325.0,338.70001220703125,763852
2017-03-14,347.70001220703125,349.95001220703125,338.79998779296875,340.95001220703125,162970
2017-03-15,341.70001220703125,344.8999938964844,339.54998779296875,343.70001220703125,106984
2017-03-16,346.0,349.5,344.8999938964844,348.6000061035156,193947
2017-03-17,348.6000061035156,353.8999938964844,343.75,349.1000061035156,463719
2017-03-20,350.0,352.79998779296875,340.5,344.79998779296875,348700
2017-03-21,347.95001220703125,352.5,344.1000061035156,350.6000061035156,336326
2017-03-22,347.0,350.6000061035156,341.1000061035156,347.1000061035156,86469
2017-03-23,352.95001220703125,357.0,350.70001220703125,353.54998779296875,178348
2017-03-24,353.95001220703125,358.1499938964844,347.95001220703125,350.20001220703125,144699
2017-03-27,350.8999938964844,354.5,348.5,350.1000061035156,74998
2017-03-28,349.8999938964844,353.0,348.54998779296875,350.95001220703125,113002
2017-03-29,351.25,389.70001220703125,351.25,378.25,1423757
2017-03-30,376.79998779296875,380.0,364.29998779296875,373.75,332618
2017-03-31,377.45001220703125,389.95001220703125,363.8500061035156,368.95001220703125,1352539
2017-04-03,370.0,384.0,368.1499938964844,380.6499938964844,547342
2017-04-05,381.75,401.8999938964844,377.6000061035156,396.1000061035156,1371910
2017-04-06,396.1000061035156,398.95001220703125,376.0,380.1000061035156,927564
2017-04-07,377.0,386.75,373.1000061035156,377.1000061035156,652114
2017-04-10,381.25,382.45001220703125,373.20001220703125,375.25,247414
2017-04-11,376.8999938964844,389.3999938964844,376.8999938964844,385.1499938964844,2067773
2017-04-12,386.70001220703125,391.1499938964844,375.0,382.45001220703125,3998068
2017-04-13,382.95001220703125,396.54998779296875,382.95001220703125,389.6000061035156,922344
2017-04-17,390.0,396.45001220703125,384.6499938964844,394.70001220703125,461511
2017-04-18,396.79998779296875,410.79998779296875,392.20001220703125,396.3999938964844,2408796
2017-04-19,394.45001220703125,412.0,390.0,407.0,1111978
2017-04-20,410.0,419.3999938964844,402.0,416.54998779296875,1754014
2017-04-21,417.1000061035156,417.3999938964844,401.8999938964844,406.45001220703125,799906
2017-04-24,409.5,409.5,393.54998779296875,395.1499938964844,807718
2017-04-25,397.0,404.04998779296875,389.25,393.95001220703125,988587
2017-04-26,395.1000061035156,401.0,382.6000061035156,388.95001220703125,861874
2017-04-27,392.79998779296875,401.0,390.1499938964844,400.3999938964844,793900
2017-04-28,400.95001220703125,404.95001220703125,388.8500061035156,394.29998779296875,1791011
2017-05-02,396.8999938964844,396.8999938964844,376.0,393.6499938964844,895957
2017-05-03,394.1000061035156,400.8500061035156,392.04998779296875,395.5,420757
2017-05-04,395.5,402.70001220703125,392.04998779296875,400.25,1001507
2017-05-05,401.0,401.0,387.79998779296875,391.70001220703125,540226
2017-05-08,391.0,397.6000061035156,390.3999938964844,394.54998779296875,250670
2017-05-09,395.04998779296875,399.79998779296875,393.5,396.20001220703125,488873
2017-05-10,397.6499938964844,404.5,395.20001220703125,398.79998779296875,1300117
2017-05-11,400.8999938964844,401.95001220703125,394.45001220703125,395.70001220703125,329785
2017-05-12,396.0,397.8999938964844,385.6000061035156,390.70001220703125,373854
2017-05-15,391.0,396.5,388.5,392.45001220703125,385865
2017-05-16,393.6499938964844,400.95001220703125,393.25,394.79998779296875,514200
2017-05-17,396.8999938964844,398.0,392.6000061035156,395.1499938964844,311597
2017-05-18,393.0,395.45001220703125,375.1000061035156,379.20001220703125,646434
2017-05-19,395.0,400.8999938964844,357.45001220703125,379.1499938964844,3211995
2017-05-22,382.1000061035156,393.95001220703125,380.79998779296875,385.45001220703125,1733876
2017-05-23,386.6499938964844,389.75,372.04998779296875,382.8500061035156,915259
2017-05-24,384.0,395.3999938964844,383.5,386.04998779296875,760640
2017-05-25,389.79998779296875,393.3999938964844,386.8500061035156,389.3999938964844,580979
2017-05-26,393.95001220703125,403.3999938964844,389.45001220703125,398.8999938964844,891020
2017-05-29,397.0,398.75,386.6499938964844,391.0,365945
2017-05-30,392.5,396.29998779296875,382.5,395.04998779296875,248705
2017-05-31,395.1000061035156,415.5,394.45001220703125,412.6499938964844,1302071
2017-06-01,412.6000061035156,417.95001220703125,403.3500061035156,409.95001220703125,987025
2017-06-02,414.70001220703125,432.0,408.70001220703125,428.20001220703125,1522773
2017-06-05,428.0,439.75,426.1000061035156,433.6000061035156,1130544
2017-06-06,433.6499938964844,438.6000061035156,422.3999938964844,424.8500061035156,514532
2017-06-07,425.29998779296875,441.6000061035156,422.79998779296875,439.20001220703125,629866
2017-06-08,444.0,447.45001220703125,433.6000061035156,435.54998779296875,853515
2017-06-09,438.6499938964844,453.29998779296875,422.79998779296875,446.70001220703125,1619995
2017-06-12,455.0,455.0,445.3999938964844,449.45001220703125,1531400
2017-06-13,450.75,465.8999938964844,449.29998779296875,464.70001220703125,1525493
